0/500000, loss = 107.877, regloss = 1.07877, valid_loss = 106.147, time = 4.560, learning_rate=0.0001000000
18640/500000, loss = -112.610, regloss = -112.33785, valid_loss = -113.978, time = 1.680, learning_rate=0.0000010000
18660/500000, loss = -113.797, regloss = -112.36476, valid_loss = -112.010, time = 1.683, learning_rate=0.0000010000
18680/500000, loss = -113.000, regloss = -112.38096, valid_loss = -114.868, time = 1.413, learning_rate=0.0000010000
18700/500000, loss = -111.003, regloss = -112.38327, valid_loss = -111.930, time = 1.515, learning_rate=0.0000010000
18720/500000, loss = -110.818, regloss = -112.39036, valid_loss = -112.417, time = 1.792, learning_rate=0.0000010000
18740/500000, loss = -112.538, regloss = -112.47761, valid_loss = -112.639, time = 1.682, learning_rate=0.0000010000
18760/500000, loss = -112.198, regloss = -112.46137, valid_loss = -112.436, time = 1.714, learning_rate=0.0000010000
18780/500000, loss = -113.982, regloss = -112.47316, valid_loss = -111.778, time = 1.627, learning_rate=0.0000010000
18800/500000, loss = -111.338, regloss = -112.39859, valid_loss = -113.200, time = 1.699, learning_rate=0.0000010000
18820/500000, loss = -111.761, regloss = -112.42404, valid_loss = -112.270, time = 1.705, learning_rate=0.0000010000
18840/500000, loss = -113.714, regloss = -112.43405, valid_loss = -113.886, time = 1.424, learning_rate=0.0000010000
18860/500000, loss = -111.944, regloss = -112.51524, valid_loss = -111.858, time = 1.414, learning_rate=0.0000010000
18880/500000, loss = -112.719, regloss = -112.53584, valid_loss = -113.563, time = 1.451, learning_rate=0.0000010000
18900/500000, loss = -112.203, regloss = -112.52028, valid_loss = -112.190, time = 1.416, learning_rate=0.0000010000
18920/500000, loss = -111.164, regloss = -112.52495, valid_loss = -114.342, time = 1.419, learning_rate=0.0000010000
18940/500000, loss = -110.709, regloss = -112.60107, valid_loss = -112.574, time = 1.424, learning_rate=0.0000010000
18960/500000, loss = -110.862, regloss = -112.59226, valid_loss = -112.687, time = 1.413, learning_rate=0.0000010000
18980/500000, loss = -111.041, regloss = -112.55625, valid_loss = -112.720, time = 1.419, learning_rate=0.0000010000
19000/500000, loss = -113.725, regloss = -112.56130, valid_loss = -111.282, time = 1.734, learning_rate=0.0000010000
19020/500000, loss = -113.253, regloss = -112.61689, valid_loss = -112.102, time = 1.563, learning_rate=0.0000010000
19040/500000, loss = -113.285, regloss = -112.61210, valid_loss = -112.565, time = 1.478, learning_rate=0.0000010000
19060/500000, loss = -115.599, regloss = -112.65125, valid_loss = -112.893, time = 1.589, learning_rate=0.0000010000
19080/500000, loss = -113.634, regloss = -112.72659, valid_loss = -113.098, time = 1.555, learning_rate=0.0000010000
19100/500000, loss = -111.139, regloss = -112.63968, valid_loss = -114.815, time = 1.671, learning_rate=0.0000010000
19120/500000, loss = -111.263, regloss = -112.66342, valid_loss = -113.566, time = 1.460, learning_rate=0.0000010000
19140/500000, loss = -112.526, regloss = -112.72753, valid_loss = -113.947, time = 1.547, learning_rate=0.0000010000
19160/500000, loss = -113.975, regloss = -112.75565, valid_loss = -113.489, time = 1.417, learning_rate=0.0000010000
19180/500000, loss = -111.743, regloss = -112.70711, valid_loss = -113.059, time = 1.628, learning_rate=0.0000010000
19200/500000, loss = -113.685, regloss = -112.70563, valid_loss = -111.171, time = 1.429, learning_rate=0.0000010000
19220/500000, loss = -113.959, regloss = -112.71009, valid_loss = -113.007, time = 1.683, learning_rate=0.0000010000
19240/500000, loss = -112.512, regloss = -112.69025, valid_loss = -114.491, time = 1.711, learning_rate=0.0000010000
19260/500000, loss = -112.535, regloss = -112.66092, valid_loss = -111.093, time = 1.709, learning_rate=0.0000010000
19280/500000, loss = -113.415, regloss = -112.68728, valid_loss = -111.579, time = 1.592, learning_rate=0.0000010000
19300/500000, loss = -111.879, regloss = -112.72385, valid_loss = -113.460, time = 1.752, learning_rate=0.0000010000
19320/500000, loss = -112.863, regloss = -112.78312, valid_loss = -113.401, time = 1.675, learning_rate=0.0000010000
19340/500000, loss = -111.825, regloss = -112.81707, valid_loss = -112.179, time = 1.655, learning_rate=0.0000010000
19360/500000, loss = -111.844, regloss = -112.81116, valid_loss = -112.268, time = 1.740, learning_rate=0.0000010000
19380/500000, loss = -114.048, regloss = -112.85636, valid_loss = -112.953, time = 1.622, learning_rate=0.0000010000
19400/500000, loss = -112.148, regloss = -112.83388, valid_loss = -112.448, time = 1.477, learning_rate=0.0000010000
19420/500000, loss = -113.996, regloss = -112.87209, valid_loss = -111.783, time = 1.433, learning_rate=0.0000010000
19440/500000, loss = -112.660, regloss = -112.87693, valid_loss = -114.212, time = 1.650, learning_rate=0.0000010000
19460/500000, loss = -112.948, regloss = -112.88233, valid_loss = -113.097, time = 1.844, learning_rate=0.0000010000
19480/500000, loss = -111.702, regloss = -112.82533, valid_loss = -113.026, time = 1.718, learning_rate=0.0000010000
19500/500000, loss = -112.877, regloss = -112.83188, valid_loss = -113.897, time = 1.493, learning_rate=0.0000010000
19520/500000, loss = -110.839, regloss = -112.85771, valid_loss = -113.948, time = 1.695, learning_rate=0.0000010000
19540/500000, loss = -111.454, regloss = -112.87201, valid_loss = -112.018, time = 1.447, learning_rate=0.0000010000
19560/500000, loss = -111.556, regloss = -112.82772, valid_loss = -112.837, time = 1.415, learning_rate=0.0000010000
19580/500000, loss = -111.727, regloss = -112.77591, valid_loss = -113.419, time = 1.715, learning_rate=0.0000010000
19600/500000, loss = -115.147, regloss = -112.75441, valid_loss = -110.342, time = 1.647, learning_rate=0.0000010000
19620/500000, loss = -112.473, regloss = -112.82399, valid_loss = -112.002, time = 1.584, learning_rate=0.0000010000
19640/500000, loss = -115.581, regloss = -112.87624, valid_loss = -113.268, time = 1.687, learning_rate=0.0000010000
19660/500000, loss = -113.327, regloss = -112.90095, valid_loss = -110.854, time = 1.694, learning_rate=0.0000010000
19680/500000, loss = -112.632, regloss = -112.94068, valid_loss = -112.329, time = 1.498, learning_rate=0.0000010000
19700/500000, loss = -113.702, regloss = -112.91936, valid_loss = -113.962, time = 1.422, learning_rate=0.0000010000
19720/500000, loss = -113.333, regloss = -112.94103, valid_loss = -114.574, time = 1.425, learning_rate=0.0000010000
19740/500000, loss = -112.582, regloss = -112.97032, valid_loss = -113.603, time = 1.432, learning_rate=0.0000010000
19760/500000, loss = -114.171, regloss = -112.99246, valid_loss = -113.642, time = 1.565, learning_rate=0.0000010000
19780/500000, loss = -113.063, regloss = -113.03216, valid_loss = -112.393, time = 1.430, learning_rate=0.0000010000
19800/500000, loss = -114.105, regloss = -113.03896, valid_loss = -112.507, time = 1.428, learning_rate=0.0000010000
19820/500000, loss = -110.176, regloss = -113.01487, valid_loss = -114.571, time = 1.687, learning_rate=0.0000010000
19840/500000, loss = -111.987, regloss = -113.00446, valid_loss = -111.590, time = 1.631, learning_rate=0.0000010000
19860/500000, loss = -111.242, regloss = -112.97940, valid_loss = -113.281, time = 1.714, learning_rate=0.0000010000
19880/500000, loss = -114.211, regloss = -112.95673, valid_loss = -112.098, time = 1.723, learning_rate=0.0000010000
19900/500000, loss = -114.260, regloss = -112.96313, valid_loss = -112.248, time = 1.726, learning_rate=0.0000010000
19920/500000, loss = -114.217, regloss = -113.01213, valid_loss = -113.011, time = 1.693, learning_rate=0.0000010000
19940/500000, loss = -114.381, regloss = -112.95918, valid_loss = -114.210, time = 1.677, learning_rate=0.0000010000
19960/500000, loss = -113.765, regloss = -113.03698, valid_loss = -113.371, time = 1.524, learning_rate=0.0000010000
19980/500000, loss = -111.384, regloss = -113.07163, valid_loss = -110.649, time = 1.558, learning_rate=0.0000010000
20000/500000, loss = -112.569, regloss = -113.08826, valid_loss = -111.691, time = 1.435, learning_rate=0.0000010000
20020/500000, loss = -112.254, regloss = -113.06778, valid_loss = -113.211, time = 1.741, learning_rate=0.0000010000
20040/500000, loss = -112.702, regloss = -113.08212, valid_loss = -114.244, time = 1.702, learning_rate=0.0000010000
20060/500000, loss = -113.773, regloss = -113.08270, valid_loss = -113.853, time = 1.801, learning_rate=0.0000010000
20080/500000, loss = -112.242, regloss = -113.04898, valid_loss = -112.760, time = 1.471, learning_rate=0.0000010000
20100/500000, loss = -113.579, regloss = -113.10136, valid_loss = -112.135, time = 1.460, learning_rate=0.0000010000
20120/500000, loss = -113.005, regloss = -113.10426, valid_loss = -112.361, time = 1.700, learning_rate=0.0000010000
20140/500000, loss = -113.458, regloss = -113.09088, valid_loss = -114.480, time = 1.767, learning_rate=0.0000010000
20160/500000, loss = -112.040, regloss = -113.09860, valid_loss = -112.490, time = 1.467, learning_rate=0.0000010000
20180/500000, loss = -112.381, regloss = -113.17019, valid_loss = -113.750, time = 1.655, learning_rate=0.0000010000
20200/500000, loss = -115.009, regloss = -113.23559, valid_loss = -113.081, time = 1.453, learning_rate=0.0000010000
20220/500000, loss = -113.423, regloss = -113.21879, valid_loss = -112.833, time = 1.546, learning_rate=0.0000010000
20240/500000, loss = -113.893, regloss = -113.19420, valid_loss = -111.973, time = 1.571, learning_rate=0.0000010000
20260/500000, loss = -113.301, regloss = -113.20205, valid_loss = -112.175, time = 1.436, learning_rate=0.0000010000
20280/500000, loss = -113.959, regloss = -113.26663, valid_loss = -114.197, time = 1.425, learning_rate=0.0000010000
20300/500000, loss = -111.949, regloss = -113.21725, valid_loss = -111.584, time = 1.426, learning_rate=0.0000010000
20320/500000, loss = -110.706, regloss = -113.15295, valid_loss = -112.119, time = 1.871, learning_rate=0.0000010000
20340/500000, loss = -113.360, regloss = -113.05082, valid_loss = -114.080, time = 1.423, learning_rate=0.0000010000
20360/500000, loss = -114.580, regloss = -113.08079, valid_loss = -114.000, time = 1.603, learning_rate=0.0000010000
20380/500000, loss = -115.007, regloss = -113.13442, valid_loss = -113.564, time = 1.541, learning_rate=0.0000010000
20400/500000, loss = -113.610, regloss = -113.14829, valid_loss = -111.785, time = 1.439, learning_rate=0.0000010000
20420/500000, loss = -113.334, regloss = -113.18936, valid_loss = -115.144, time = 1.630, learning_rate=0.0000010000
20440/500000, loss = -111.769, regloss = -113.18466, valid_loss = -113.416, time = 1.729, learning_rate=0.0000010000
20460/500000, loss = -112.399, regloss = -113.17486, valid_loss = -113.496, time = 1.425, learning_rate=0.0000010000
20480/500000, loss = -114.574, regloss = -113.24446, valid_loss = -113.819, time = 1.616, learning_rate=0.0000010000
20500/500000, loss = -112.846, regloss = -113.26536, valid_loss = -113.321, time = 1.689, learning_rate=0.0000010000
20520/500000, loss = -112.463, regloss = -113.31251, valid_loss = -112.775, time = 1.729, learning_rate=0.0000010000
20540/500000, loss = -112.875, regloss = -113.29560, valid_loss = -114.795, time = 1.718, learning_rate=0.0000010000
20560/500000, loss = -112.087, regloss = -113.26638, valid_loss = -111.808, time = 1.701, learning_rate=0.0000010000
20580/500000, loss = -112.714, regloss = -113.24780, valid_loss = -113.120, time = 1.427, learning_rate=0.0000010000
20600/500000, loss = -113.000, regloss = -113.27717, valid_loss = -113.099, time = 1.412, learning_rate=0.0000010000
20620/500000, loss = -113.976, regloss = -113.29582, valid_loss = -111.082, time = 1.416, learning_rate=0.0000010000
20640/500000, loss = -114.337, regloss = -113.37640, valid_loss = -114.436, time = 1.419, learning_rate=0.0000010000
20660/500000, loss = -111.793, regloss = -113.39650, valid_loss = -113.451, time = 1.422, learning_rate=0.0000010000
20680/500000, loss = -112.669, regloss = -113.50133, valid_loss = -114.028, time = 1.415, learning_rate=0.0000010000
20700/500000, loss = -114.230, regloss = -113.50149, valid_loss = -111.011, time = 1.415, learning_rate=0.0000010000
20720/500000, loss = -114.881, regloss = -113.42100, valid_loss = -113.764, time = 1.781, learning_rate=0.0000010000
20740/500000, loss = -114.127, regloss = -113.48643, valid_loss = -113.090, time = 1.752, learning_rate=0.0000010000
20760/500000, loss = -113.777, regloss = -113.53161, valid_loss = -113.754, time = 1.594, learning_rate=0.0000010000
20780/500000, loss = -114.483, regloss = -113.46568, valid_loss = -113.365, time = 1.602, learning_rate=0.0000010000
20800/500000, loss = -111.367, regloss = -113.39583, valid_loss = -115.006, time = 1.589, learning_rate=0.0000010000
20820/500000, loss = -113.379, regloss = -113.43577, valid_loss = -112.929, time = 1.652, learning_rate=0.0000010000
20840/500000, loss = -112.485, regloss = -113.48322, valid_loss = -114.963, time = 1.731, learning_rate=0.0000010000
20860/500000, loss = -113.494, regloss = -113.41169, valid_loss = -111.923, time = 1.716, learning_rate=0.0000010000
20880/500000, loss = -114.130, regloss = -113.39210, valid_loss = -113.369, time = 1.685, learning_rate=0.0000010000
20900/500000, loss = -115.125, regloss = -113.48244, valid_loss = -113.636, time = 1.751, learning_rate=0.0000010000
20920/500000, loss = -113.074, regloss = -113.46380, valid_loss = -114.096, time = 1.671, learning_rate=0.0000010000
20940/500000, loss = -114.537, regloss = -113.46127, valid_loss = -112.382, time = 1.639, learning_rate=0.0000010000
20960/500000, loss = -114.914, regloss = -113.50411, valid_loss = -114.644, time = 1.558, learning_rate=0.0000010000
20980/500000, loss = -114.497, regloss = -113.42123, valid_loss = -113.451, time = 1.615, learning_rate=0.0000010000
21000/500000, loss = -114.727, regloss = -113.47780, valid_loss = -115.339, time = 1.768, learning_rate=0.0000010000
21020/500000, loss = -111.071, regloss = -113.46317, valid_loss = -114.138, time = 1.733, learning_rate=0.0000010000
21040/500000, loss = -112.242, regloss = -113.47318, valid_loss = -115.307, time = 1.696, learning_rate=0.0000010000
21060/500000, loss = -113.809, regloss = -113.46011, valid_loss = -112.779, time = 1.415, learning_rate=0.0000010000
21080/500000, loss = -112.361, regloss = -113.41745, valid_loss = -113.691, time = 1.414, learning_rate=0.0000010000
21100/500000, loss = -114.302, regloss = -113.41744, valid_loss = -114.660, time = 1.538, learning_rate=0.0000010000
21120/500000, loss = -114.357, regloss = -113.49584, valid_loss = -113.527, time = 1.412, learning_rate=0.0000010000
21140/500000, loss = -112.913, regloss = -113.58153, valid_loss = -114.824, time = 1.419, learning_rate=0.0000010000
21160/500000, loss = -113.237, regloss = -113.54884, valid_loss = -113.782, time = 1.426, learning_rate=0.0000010000
21180/500000, loss = -112.213, regloss = -113.48062, valid_loss = -114.828, time = 1.602, learning_rate=0.0000010000
21200/500000, loss = -116.763, regloss = -113.44933, valid_loss = -112.436, time = 1.428, learning_rate=0.0000010000
21220/500000, loss = -114.669, regloss = -113.47008, valid_loss = -112.068, time = 1.424, learning_rate=0.0000010000
21240/500000, loss = -108.945, regloss = -113.36189, valid_loss = -113.609, time = 1.424, learning_rate=0.0000010000
21260/500000, loss = -113.116, regloss = -113.34393, valid_loss = -114.571, time = 1.421, learning_rate=0.0000010000
21280/500000, loss = -113.267, regloss = -113.39221, valid_loss = -110.265, time = 1.424, learning_rate=0.0000010000
21300/500000, loss = -114.477, regloss = -113.41656, valid_loss = -114.221, time = 1.443, learning_rate=0.0000010000
21320/500000, loss = -113.715, regloss = -113.43374, valid_loss = -112.626, time = 1.719, learning_rate=0.0000010000
21340/500000, loss = -112.731, regloss = -113.40538, valid_loss = -113.757, time = 1.590, learning_rate=0.0000010000
21360/500000, loss = -113.962, regloss = -113.49027, valid_loss = -114.254, time = 1.470, learning_rate=0.0000010000
21380/500000, loss = -113.434, regloss = -113.49840, valid_loss = -114.225, time = 1.792, learning_rate=0.0000010000
21400/500000, loss = -114.740, regloss = -113.56478, valid_loss = -114.351, time = 1.661, learning_rate=0.0000010000
21420/500000, loss = -114.995, regloss = -113.60085, valid_loss = -112.695, time = 1.743, learning_rate=0.0000010000
21440/500000, loss = -114.186, regloss = -113.64661, valid_loss = -114.197, time = 1.415, learning_rate=0.0000010000
21460/500000, loss = -112.666, regloss = -113.72318, valid_loss = -112.627, time = 1.415, learning_rate=0.0000010000
21480/500000, loss = -114.700, regloss = -113.65782, valid_loss = -111.800, time = 1.440, learning_rate=0.0000010000
21500/500000, loss = -114.667, regloss = -113.62661, valid_loss = -114.436, time = 1.422, learning_rate=0.0000010000
21520/500000, loss = -114.943, regloss = -113.62738, valid_loss = -113.648, time = 1.848, learning_rate=0.0000010000
21540/500000, loss = -111.299, regloss = -113.67905, valid_loss = -114.296, time = 1.512, learning_rate=0.0000010000
21560/500000, loss = -114.164, regloss = -113.66844, valid_loss = -112.956, time = 1.490, learning_rate=0.0000010000
21580/500000, loss = -114.842, regloss = -113.65952, valid_loss = -113.982, time = 1.672, learning_rate=0.0000010000
21600/500000, loss = -113.983, regloss = -113.57781, valid_loss = -113.955, time = 1.426, learning_rate=0.0000010000
21620/500000, loss = -112.526, regloss = -113.57211, valid_loss = -112.718, time = 1.744, learning_rate=0.0000010000
21640/500000, loss = -113.702, regloss = -113.63041, valid_loss = -112.596, time = 1.444, learning_rate=0.0000010000
21660/500000, loss = -114.747, regloss = -113.55739, valid_loss = -112.289, time = 1.409, learning_rate=0.0000010000
21680/500000, loss = -111.909, regloss = -113.52592, valid_loss = -113.360, time = 1.681, learning_rate=0.0000010000
21700/500000, loss = -114.293, regloss = -113.58293, valid_loss = -113.877, time = 1.306, learning_rate=0.0000010000
21720/500000, loss = -112.624, regloss = -113.60046, valid_loss = -114.110, time = 1.315, learning_rate=0.0000010000
21740/500000, loss = -113.252, regloss = -113.55319, valid_loss = -113.734, time = 1.326, learning_rate=0.0000010000
21760/500000, loss = -113.420, regloss = -113.56079, valid_loss = -111.793, time = 1.324, learning_rate=0.0000010000
21780/500000, loss = -115.129, regloss = -113.56747, valid_loss = -113.789, time = 1.310, learning_rate=0.0000010000
21800/500000, loss = -112.188, regloss = -113.51738, valid_loss = -112.984, time = 1.313, learning_rate=0.0000010000
21820/500000, loss = -114.377, regloss = -113.53588, valid_loss = -113.971, time = 1.310, learning_rate=0.0000010000
21840/500000, loss = -112.687, regloss = -113.53214, valid_loss = -113.187, time = 1.306, learning_rate=0.0000010000
21860/500000, loss = -113.550, regloss = -113.54968, valid_loss = -115.033, time = 1.302, learning_rate=0.0000010000
21880/500000, loss = -113.530, regloss = -113.55006, valid_loss = -112.460, time = 1.323, learning_rate=0.0000010000
21900/500000, loss = -113.791, regloss = -113.59183, valid_loss = -110.833, time = 1.322, learning_rate=0.0000010000
21920/500000, loss = -113.763, regloss = -113.57370, valid_loss = -112.139, time = 1.323, learning_rate=0.0000010000
21940/500000, loss = -112.771, regloss = -113.60452, valid_loss = -112.240, time = 1.312, learning_rate=0.0000010000
21960/500000, loss = -114.976, regloss = -113.59113, valid_loss = -112.527, time = 1.305, learning_rate=0.0000010000
21980/500000, loss = -113.392, regloss = -113.63891, valid_loss = -112.767, time = 1.319, learning_rate=0.0000010000
22000/500000, loss = -111.659, regloss = -113.63228, valid_loss = -113.908, time = 1.314, learning_rate=0.0000010000
22020/500000, loss = -113.144, regloss = -113.69050, valid_loss = -114.265, time = 1.306, learning_rate=0.0000010000
22040/500000, loss = -114.578, regloss = -113.68201, valid_loss = -113.975, time = 1.297, learning_rate=0.0000010000
22060/500000, loss = -113.515, regloss = -113.68527, valid_loss = -114.047, time = 1.309, learning_rate=0.0000010000
22080/500000, loss = -112.331, regloss = -113.60355, valid_loss = -115.142, time = 1.319, learning_rate=0.0000010000
22100/500000, loss = -113.113, regloss = -113.56361, valid_loss = -111.597, time = 1.313, learning_rate=0.0000010000
22120/500000, loss = -113.220, regloss = -113.58240, valid_loss = -114.308, time = 1.311, learning_rate=0.0000010000
22140/500000, loss = -111.980, regloss = -113.49083, valid_loss = -113.697, time = 1.345, learning_rate=0.0000010000
22160/500000, loss = -111.433, regloss = -113.59792, valid_loss = -115.464, time = 1.312, learning_rate=0.0000010000
22180/500000, loss = -110.572, regloss = -113.60190, valid_loss = -114.339, time = 1.303, learning_rate=0.0000010000
22200/500000, loss = -113.398, regloss = -113.64605, valid_loss = -113.473, time = 1.314, learning_rate=0.0000010000
22220/500000, loss = -113.572, regloss = -113.66563, valid_loss = -112.850, time = 1.318, learning_rate=0.0000010000
22240/500000, loss = -114.346, regloss = -113.67681, valid_loss = -114.564, time = 1.317, learning_rate=0.0000010000
22260/500000, loss = -116.485, regloss = -113.73667, valid_loss = -113.466, time = 1.304, learning_rate=0.0000010000
22280/500000, loss = -113.511, regloss = -113.78745, valid_loss = -113.754, time = 1.313, learning_rate=0.0000010000
22300/500000, loss = -113.348, regloss = -113.74818, valid_loss = -114.129, time = 1.320, learning_rate=0.0000010000
22320/500000, loss = -113.960, regloss = -113.68422, valid_loss = -115.264, time = 1.303, learning_rate=0.0000010000
22340/500000, loss = -114.179, regloss = -113.62876, valid_loss = -113.314, time = 1.307, learning_rate=0.0000010000
22360/500000, loss = -114.623, regloss = -113.61535, valid_loss = -114.566, time = 1.301, learning_rate=0.0000010000
22380/500000, loss = -114.647, regloss = -113.63899, valid_loss = -112.206, time = 1.325, learning_rate=0.0000010000
22400/500000, loss = -113.059, regloss = -113.68502, valid_loss = -114.692, time = 1.316, learning_rate=0.0000010000
22420/500000, loss = -113.444, regloss = -113.69316, valid_loss = -113.510, time = 1.323, learning_rate=0.0000010000
22440/500000, loss = -115.001, regloss = -113.73436, valid_loss = -114.563, time = 1.312, learning_rate=0.0000010000
22460/500000, loss = -111.938, regloss = -113.67896, valid_loss = -113.253, time = 1.314, learning_rate=0.0000010000
22480/500000, loss = -113.027, regloss = -113.71354, valid_loss = -115.832, time = 1.308, learning_rate=0.0000010000
22500/500000, loss = -114.711, regloss = -113.79979, valid_loss = -114.779, time = 1.307, learning_rate=0.0000010000
22520/500000, loss = -114.542, regloss = -113.76719, valid_loss = -113.102, time = 1.304, learning_rate=0.0000010000
22540/500000, loss = -114.850, regloss = -113.75725, valid_loss = -112.869, time = 1.319, learning_rate=0.0000010000
22560/500000, loss = -114.630, regloss = -113.75228, valid_loss = -112.517, time = 1.309, learning_rate=0.0000010000
22580/500000, loss = -114.724, regloss = -113.70895, valid_loss = -113.818, time = 1.311, learning_rate=0.0000010000
22600/500000, loss = -113.439, regloss = -113.68092, valid_loss = -114.499, time = 1.323, learning_rate=0.0000010000
22620/500000, loss = -113.560, regloss = -113.77566, valid_loss = -114.232, time = 1.310, learning_rate=0.0000010000
22640/500000, loss = -113.854, regloss = -113.83605, valid_loss = -114.054, time = 1.316, learning_rate=0.0000010000
22660/500000, loss = -113.657, regloss = -113.83833, valid_loss = -113.406, time = 1.327, learning_rate=0.0000010000
22680/500000, loss = -113.383, regloss = -113.84843, valid_loss = -112.661, time = 1.333, learning_rate=0.0000010000
22700/500000, loss = -113.509, regloss = -113.85155, valid_loss = -112.925, time = 1.312, learning_rate=0.0000010000
22720/500000, loss = -113.854, regloss = -113.79837, valid_loss = -113.918, time = 1.297, learning_rate=0.0000010000
22740/500000, loss = -112.790, regloss = -113.77196, valid_loss = -113.813, time = 1.311, learning_rate=0.0000010000
22760/500000, loss = -113.352, regloss = -113.82527, valid_loss = -114.968, time = 1.308, learning_rate=0.0000010000
22780/500000, loss = -113.010, regloss = -113.91773, valid_loss = -111.917, time = 1.312, learning_rate=0.0000010000
22800/500000, loss = -116.489, regloss = -113.90476, valid_loss = -112.637, time = 1.328, learning_rate=0.0000010000
22820/500000, loss = -113.150, regloss = -113.97215, valid_loss = -113.672, time = 1.309, learning_rate=0.0000010000
22840/500000, loss = -112.332, regloss = -113.97433, valid_loss = -113.594, time = 1.321, learning_rate=0.0000010000
22860/500000, loss = -112.354, regloss = -113.97841, valid_loss = -113.266, time = 1.308, learning_rate=0.0000010000
22880/500000, loss = -113.747, regloss = -113.97620, valid_loss = -114.209, time = 1.321, learning_rate=0.0000010000
22900/500000, loss = -115.367, regloss = -113.95882, valid_loss = -113.418, time = 1.326, learning_rate=0.0000010000
22920/500000, loss = -112.215, regloss = -113.91612, valid_loss = -114.050, time = 1.345, learning_rate=0.0000010000
22940/500000, loss = -111.553, regloss = -113.87200, valid_loss = -114.211, time = 1.302, learning_rate=0.0000010000
22960/500000, loss = -114.537, regloss = -113.91103, valid_loss = -114.972, time = 1.334, learning_rate=0.0000010000
22980/500000, loss = -113.428, regloss = -113.87129, valid_loss = -114.037, time = 1.314, learning_rate=0.0000010000
23000/500000, loss = -114.503, regloss = -113.91723, valid_loss = -112.962, time = 1.324, learning_rate=0.0000010000
23020/500000, loss = -112.125, regloss = -113.87963, valid_loss = -113.712, time = 1.305, learning_rate=0.0000010000
23040/500000, loss = -115.656, regloss = -113.94288, valid_loss = -114.361, time = 1.325, learning_rate=0.0000010000
23060/500000, loss = -114.057, regloss = -113.93886, valid_loss = -114.558, time = 1.330, learning_rate=0.0000010000
23080/500000, loss = -113.723, regloss = -113.95204, valid_loss = -114.837, time = 1.329, learning_rate=0.0000010000
23100/500000, loss = -114.216, regloss = -113.95426, valid_loss = -114.532, time = 1.314, learning_rate=0.0000010000
23120/500000, loss = -115.860, regloss = -114.02250, valid_loss = -113.684, time = 1.300, learning_rate=0.0000010000
23140/500000, loss = -114.909, regloss = -114.00220, valid_loss = -114.232, time = 1.323, learning_rate=0.0000010000
23160/500000, loss = -115.792, regloss = -114.09272, valid_loss = -113.576, time = 1.315, learning_rate=0.0000010000
23180/500000, loss = -113.829, regloss = -114.03210, valid_loss = -112.224, time = 1.302, learning_rate=0.0000010000
23200/500000, loss = -115.795, regloss = -114.10460, valid_loss = -114.611, time = 1.306, learning_rate=0.0000010000
23220/500000, loss = -114.215, regloss = -114.08951, valid_loss = -112.737, time = 1.365, learning_rate=0.0000010000
23240/500000, loss = -115.348, regloss = -114.06754, valid_loss = -112.327, time = 1.319, learning_rate=0.0000010000
23260/500000, loss = -115.287, regloss = -114.07969, valid_loss = -114.395, time = 1.301, learning_rate=0.0000010000
23280/500000, loss = -113.517, regloss = -113.99401, valid_loss = -114.090, time = 1.345, learning_rate=0.0000010000
23300/500000, loss = -114.124, regloss = -113.96784, valid_loss = -113.717, time = 1.317, learning_rate=0.0000010000
23320/500000, loss = -113.213, regloss = -113.94921, valid_loss = -114.342, time = 1.312, learning_rate=0.0000010000
23340/500000, loss = -112.496, regloss = -113.92993, valid_loss = -112.997, time = 1.327, learning_rate=0.0000010000
23360/500000, loss = -113.103, regloss = -113.95029, valid_loss = -113.035, time = 1.313, learning_rate=0.0000010000
23380/500000, loss = -114.955, regloss = -113.97389, valid_loss = -114.056, time = 1.318, learning_rate=0.0000010000
23400/500000, loss = -113.517, regloss = -114.01862, valid_loss = -113.665, time = 1.345, learning_rate=0.0000010000
23420/500000, loss = -114.109, regloss = -114.06549, valid_loss = -115.401, time = 1.311, learning_rate=0.0000010000
23440/500000, loss = -113.624, regloss = -113.99016, valid_loss = -111.938, time = 1.344, learning_rate=0.0000010000
23460/500000, loss = -114.133, regloss = -113.91584, valid_loss = -115.763, time = 1.339, learning_rate=0.0000010000
23480/500000, loss = -114.740, regloss = -113.91005, valid_loss = -114.486, time = 1.299, learning_rate=0.0000010000
23500/500000, loss = -115.426, regloss = -113.96827, valid_loss = -114.306, time = 1.315, learning_rate=0.0000010000
23520/500000, loss = -114.943, regloss = -113.99550, valid_loss = -114.650, time = 1.305, learning_rate=0.0000010000
23540/500000, loss = -114.191, regloss = -113.96412, valid_loss = -115.129, time = 1.306, learning_rate=0.0000010000
23560/500000, loss = -114.939, regloss = -113.91999, valid_loss = -112.763, time = 1.319, learning_rate=0.0000010000
23580/500000, loss = -115.551, regloss = -113.92238, valid_loss = -114.589, time = 1.440, learning_rate=0.0000010000
23600/500000, loss = -112.498, regloss = -113.94697, valid_loss = -114.106, time = 1.309, learning_rate=0.0000010000
23620/500000, loss = -114.056, regloss = -114.01092, valid_loss = -113.691, time = 1.314, learning_rate=0.0000010000
23640/500000, loss = -114.147, regloss = -113.99151, valid_loss = -113.550, time = 1.321, learning_rate=0.0000010000
23660/500000, loss = -114.469, regloss = -113.96208, valid_loss = -114.001, time = 1.310, learning_rate=0.0000010000
23680/500000, loss = -114.737, regloss = -114.01190, valid_loss = -113.801, time = 1.312, learning_rate=0.0000010000
